time,3336A,3336B,3336C,3336D,3346A,3346B,3346C,3346D,3354A,3354B,3354C,3354D,3356A,3356B,3356C,3356D
01-Oct-18 12:00:00 AM EDT,19.34,44.46,51.94,30.86,19.23,21.7,36.8,19.22,38.95,57.07,21.36,34.56,18.04,44.52,25.86,20.04
01-Oct-18 12:30:00 AM EDT,19.67,44.89,51.94,31.38,19.23,21.7,36.8,19.43,38.95,57.07,21.31,37.86,17.77,43.99,25.86,20.04
01-Oct-18 1:00:00 AM EDT,19.45,44.73,51.94,30.91,19.08,21.7,36.8,19.16,38.95,57.07,21.31,37.86,17.93,43.88,25.86,20.04
01-Oct-18 1:30:00 AM EDT,19.61,44.78,51.94,31.23,19.08,21.7,36.8,19.38,38.95,57.07,21.31,37.86,17.72,44.36,25.86,20.04
01-Oct-18 2:00:00 AM EDT,19.67,44.25,51.94,30.97,19.08,21.7,36.8,19.38,38.95,57.07,21.26,37.86,17.12,44.47,25.86,20.25
01-Oct-18 2:30:00 AM EDT,19.56,44.62,51.94,31.38,19.08,21.7,36.8,19.38,38.95,57.07,21.05,37.86,17.5,43.62,25.86,20.25
01-Oct-18 3:00:00 AM EDT,19.67,44.89,51.94,30.03,19.23,21.7,36.8,19.38,38.95,57.07,21.31,37.86,17.29,44.79,25.86,20.04
01-Oct-18 3:30:00 AM EDT,19.56,44.89,51.94,31.38,19.23,21.7,36.8,19.38,38.95,57.07,21.26,37.86,17.66,44.36,25.86,20.04
01-Oct-18 4:00:00 AM EDT,19.67,44.57,51.94,30.76,19.23,21.7,36.8,19.38,38.95,57.07,21.26,37.86,17.5,44.68,26.13,20.25
01-Oct-18 4:30:00 AM EDT,19.23,44.73,51.94,30.6,19.08,21.7,36.8,19.38,38.95,57.07,21.21,37.86,17.88,43.94,25.86,20.04
01-Oct-18 5:00:00 AM EDT,19.72,44.41,51.94,31.38,19.23,21.7,36.8,19.16,38.95,57.07,20.95,37.86,17.66,43.94,25.86,20.04
01-Oct-18 5:30:00 AM EDT,19.61,44.95,51.94,31.33,19.23,21.7,36.8,19.22,38.95,57.07,21.31,37.86,18.04,43.94,25.86,20.04
01-Oct-18 6:00:00 AM EDT,19.45,43.92,51.94,30.97,19.23,21.7,36.8,19.22,38.95,57.07,20.54,37.86,17.77,43.94,25.86,20.04
01-Oct-18 6:30:00 AM EDT,19.67,44.73,51.94,31.49,19.28,21.7,36.8,19.22,38.95,57.07,20.59,37.86,17.82,44.63,25.86,20.25
01-Oct-18 7:00:00 AM EDT,19.67,44.52,51.94,31.49,19.08,21.7,36.8,19.38,38.95,57.07,21.26,37.86,17.56,43.72,25.86,20.25
01-Oct-18 7:30:00 AM EDT,19.61,43.82,51.94,30.81,19.23,21.7,36.8,19.38,38.95,57.07,21.31,37.86,17.5,44.52,25.86,20.04
01-Oct-18 8:00:00 AM EDT,19.23,44.3,51.94,31.33,19.08,21.7,36.8,19.38,38.95,57.07,21.1,37.86,17.99,44.63,25.86,20.04
01-Oct-18 8:30:00 AM EDT,37.57,44.78,51.94,29.77,19.08,21.7,36.8,19.33,38.95,57.07,21.26,37.86,17.82,44.63,25.86,20.25
01-Oct-18 9:00:00 AM EDT,36.63,44.46,51.94,30.13,19.08,21.7,36.8,19.38,38.95,57.07,20.9,37.86,17.18,43.3,26.13,20.04
01-Oct-18 9:30:00 AM EDT,51.88,43.76,51.94,29.82,19.28,21.7,36.8,19.22,38.95,57.07,21.21,37.86,17.61,44.47,25.86,20.04
01-Oct-18 10:00:00 AM EDT,53.7,43.82,64.74,31.44,19.08,21.59,36.8,19.38,38.95,57.07,21.31,47.3,28.27,44.41,25.86,20.04
01-Oct-18 10:30:00 AM EDT,60.44,43.44,64.74,31.07,19.23,21.59,36.8,19.16,38.95,57.07,20.59,47.3,28.59,43.67,25.86,20.25
01-Oct-18 11:00:00 AM EDT,38.45,54.57,64.74,31.23,64.36,38.09,36.8,19.33,38.95,57.07,21.16,47.3,28.49,44.41,25.86,20.25
01-Oct-18 11:30:00 AM EDT,37.35,54.35,64.74,30.7,33.59,38.09,36.8,19.38,38.95,57.07,21.05,51.28,28.38,44.36,25.86,20.04
01-Oct-18 12:00:00 PM EDT,38.73,53.33,64.74,31.23,33.59,38.09,36.8,19.16,38.95,57.07,20.64,51.28,28.27,44.26,25.86,20.04
01-Oct-18 12:30:00 PM EDT,38.67,54.46,64.74,30.6,33.59,38.09,36.8,19.38,38.95,57.07,21.1,51.28,28.27,44.79,26.13,20.25
01-Oct-18 1:00:00 PM EDT,53.2,54.52,64.74,25.07,33.59,38.09,36.8,19.33,38.95,57.07,21.16,51.28,28.38,43.4,48.18,20.04
01-Oct-18 1:30:00 PM EDT,54.2,54.89,64.74,25.85,33.59,38.09,36.8,19.22,38.95,57.07,21.26,61.62,44.91,43.4,36.75,20.25
01-Oct-18 2:00:00 PM EDT,37.68,54.84,64.74,25.74,33.59,53.12,36.8,19.16,38.95,57.07,44.38,61.62,31.83,44.52,27.84,20.25
01-Oct-18 2:30:00 PM EDT,38.34,55,64.74,25.8,33.59,53.12,36.8,19.27,38.95,57.07,43.45,61.62,31.39,44.79,27.84,20.25
01-Oct-18 3:00:00 PM EDT,37.51,54.73,64.74,25.43,33.59,53.12,36.8,19.16,38.95,57.07,53.61,61.62,30.64,44.73,22.64,20.25
01-Oct-18 3:30:00 PM EDT,38.12,53.39,64.74,25.12,49.44,57.7,36.8,19.16,38.95,57.07,57.22,61.62,35.11,44.15,24.46,20.25
01-Oct-18 4:00:00 PM EDT,38.18,54.3,64.74,56.97,49.44,14.83,36.8,19.33,38.95,57.07,56.4,61.62,36.24,44.15,24.46,20.25
01-Oct-18 4:30:00 PM EDT,38.4,57.85,64.74,58.49,49.44,14.72,36.8,19.27,38.95,57.07,57.17,61.62,27.14,44.41,39.59,20.25
01-Oct-18 5:00:00 PM EDT,38.34,57.8,64.74,57.44,49.44,14.72,36.8,19.22,38.95,57.07,57.48,44.68,37.21,44.68,25.48,31.25
01-Oct-18 5:30:00 PM EDT,37.62,57.85,64.74,59.43,49.44,14.57,36.8,19.16,38.95,57.07,57.74,58.63,36.78,97.98,25.7,31.25
01-Oct-18 6:00:00 PM EDT,38.18,37.74,64.74,59.32,49.44,14.57,36.8,19.38,38.95,57.07,57.74,58.63,38.45,31.76,25.7,31.25
01-Oct-18 6:30:00 PM EDT,38.29,37.31,64.74,59.22,49.44,14.72,36.8,19.38,38.95,57.07,58,38.12,36.94,31.49,25.7,31.25
01-Oct-18 7:00:00 PM EDT,37.18,37.1,69.46,57.65,49.44,14.72,36.8,19.16,38.95,57.07,58.15,38.12,37.48,32.45,25.7,31.25
01-Oct-18 7:30:00 PM EDT,37.85,36.34,62.13,58.28,49.44,14.62,36.8,19.16,38.95,57.07,56.91,38.12,37.32,31.6,25.7,31.25
01-Oct-18 8:00:00 PM EDT,33.15,36.67,39.3,58.02,49.44,14.62,36.8,19.38,38.95,57.07,58.05,38.12,37.32,31.81,25.7,31.25
01-Oct-18 8:30:00 PM EDT,33.43,37.58,39.3,58.22,49.44,14.78,36.8,19.38,38.95,57.07,56.24,38.12,38.18,31.44,25.7,31.25
01-Oct-18 9:00:00 PM EDT,32.65,37.31,39.3,58.9,49.44,14.72,36.8,19.38,38.95,57.07,57.89,38.12,37.26,31.38,25.7,31.25
01-Oct-18 9:30:00 PM EDT,33.54,37.58,39.3,58.02,49.44,14.52,36.8,19.22,38.95,57.07,18.37,38.12,27.95,31.6,25.7,31.25
01-Oct-18 10:00:00 PM EDT,32.76,37.63,39.3,57.86,49.44,14.72,36.8,19.22,38.95,57.07,18.42,38.12,27.63,31.91,25.54,31.25
01-Oct-18 10:30:00 PM EDT,33.65,37.58,39.3,58.8,49.44,14.67,36.8,19.22,38.95,57.07,18.47,58.94,27.68,32.39,25.54,31.25
01-Oct-18 11:00:00 PM EDT,33.54,36.88,39.3,57.6,49.44,14.52,36.8,19.22,38.95,57.07,18.37,36.76,27.68,31.49,25.59,31.25
01-Oct-18 11:30:00 PM EDT,32.71,37.69,39.3,57.55,49.44,14.52,36.8,19.22,38.95,57.07,18.37,51.13,27.03,31.54,25.59,31.25
02-Oct-18 12:00:00 AM EDT,33.37,37.74,39.3,58.17,49.44,14.67,36.8,19.38,38.95,57.07,18.32,32.04,26.6,32.34,25.59,31.25
02-Oct-18 12:30:00 AM EDT,33.65,37.47,39.3,59.37,49.44,14.67,36.8,19.38,38.95,57.07,18.52,32.04,27.57,32.18,25.59,31.25
02-Oct-18 1:00:00 AM EDT,32.27,36.4,39.3,56.29,49.44,14.72,36.8,19.38,38.95,57.07,18.32,32.04,27.79,31.81,25.59,31.25
02-Oct-18 1:30:00 AM EDT,33.43,37.42,39.3,59.01,49.44,14.72,36.8,19.27,38.95,57.07,18.47,32.04,26.87,32.18,25.59,31.25
02-Oct-18 2:00:00 AM EDT,33.48,36.56,39.3,57.86,49.44,14.72,36.8,19.27,38.95,57.07,18.01,32.04,27.03,31.76,25.59,31.25
02-Oct-18 2:30:00 AM EDT,32.76,36.61,39.3,59.27,49.44,14.52,36.8,19.27,38.95,57.07,18.11,32.04,27.73,31.81,25.59,31.25
02-Oct-18 3:00:00 AM EDT,33.7,37.53,39.3,59.16,49.44,14.67,36.8,19.27,38.95,57.07,18.47,32.04,33.6,32.45,25.59,31.25
02-Oct-18 3:30:00 AM EDT,33.54,37.2,39.3,59.22,49.44,14.62,36.8,19.27,38.95,57.07,18.11,32.04,27.3,32.18,25.59,31.25
02-Oct-18 4:00:00 AM EDT,33.54,37.15,39.3,58.85,49.44,14.52,36.8,19.27,38.95,57.07,18.42,32.04,28,31.97,25.59,31.25
02-Oct-18 4:30:00 AM EDT,33.26,37.58,39.3,58.59,49.44,14.72,36.8,19.27,38.95,57.07,17.75,32.04,38.66,32.18,25.59,31.25
02-Oct-18 5:00:00 AM EDT,32.98,36.51,39.3,56.97,49.44,14.52,36.8,19.27,38.95,57.07,18.27,32.04,30.32,32.45,25.59,31.25
02-Oct-18 5:30:00 AM EDT,32.65,37.47,39.3,57.75,49.44,14.72,36.8,19.27,38.95,57.07,18.42,32.04,52.77,31.91,25.59,31.25
02-Oct-18 6:00:00 AM EDT,33.43,37.42,39.3,58.59,49.44,14.57,36.8,19.27,38.95,57.07,17.96,32.04,51.64,31.91,25.59,31.25
02-Oct-18 6:30:00 AM EDT,33.48,37.53,39.3,59.11,49.44,14.62,36.8,19.27,38.95,57.07,18.16,32.04,36.46,31.44,25.7,31.25
02-Oct-18 7:00:00 AM EDT,33.59,37.2,39.3,59.27,49.44,14.67,36.8,19.27,38.95,57.07,18.47,32.04,34.36,31.81,25.7,31.25
02-Oct-18 7:30:00 AM EDT,33.26,37.69,39.3,56.61,49.44,14.57,36.8,19.38,38.95,57.07,18.37,32.04,39.42,31.91,25.43,31.25
02-Oct-18 8:00:00 AM EDT,32.65,37.42,55.44,59.22,49.44,14.72,36.8,19.38,38.95,57.07,18.37,32.04,53.42,31.7,25.7,31.25
02-Oct-18 8:30:00 AM EDT,52.04,37.31,55.44,58.12,49.44,14.72,36.8,19.38,38.95,57.07,18.42,32.04,35.27,32.29,25.43,31.25
02-Oct-18 9:00:00 AM EDT,35.25,36.61,55.44,19.58,49.44,14.67,36.8,19.22,38.95,57.07,18.06,32.04,37.48,31.6,25.7,31.25
02-Oct-18 9:30:00 AM EDT,52.76,36.45,55.44,20.37,49.44,62.02,36.8,19.16,38.95,57.07,18.42,32.04,85.51,31.28,25.64,31.25
02-Oct-18 10:00:00 AM EDT,57.18,37.26,61.18,20.26,49.44,62.02,36.8,19.16,38.95,57.07,47.21,65.29,25.26,31.6,25.7,31.25
02-Oct-18 10:30:00 AM EDT,62.15,56.34,61.18,20.68,49.44,62.02,36.8,19.38,38.95,57.07,48.56,65.29,21.38,32.18,25.7,31.25
02-Oct-18 11:00:00 AM EDT,62.1,55.59,61.18,20.73,49.44,32.93,36.8,19.38,38.95,57.07,50.83,38.07,22.29,76.44,25.7,31.25
02-Oct-18 11:30:00 AM EDT,32.1,16.88,61.18,20.68,49.44,46.93,36.8,19.38,38.95,57.07,52.12,65.39,34.46,99.89,25.64,31.25
02-Oct-18 12:00:00 PM EDT,31.82,16.77,61.18,20.57,49.44,46.93,36.8,19.38,38.95,57.07,51.55,34.35,49,90.16,25.64,31.25
02-Oct-18 12:30:00 PM EDT,45.58,62.1,61.18,20.57,49.44,46.93,36.8,19.38,38.95,57.07,52.32,20.71,24.29,90.43,25.64,31.25
02-Oct-18 1:00:00 PM EDT,72.54,61.88,61.18,19.53,49.44,46.93,36.8,19.16,38.95,57.07,52.12,22.97,24.56,90.37,25.59,47.65
02-Oct-18 1:30:00 PM EDT,72.71,62.47,61.18,19.53,49.44,40.63,42.63,19.27,38.95,57.07,52.32,22.97,21.43,90.11,32.4,51.51
02-Oct-18 2:00:00 PM EDT,39.83,61.29,61.18,20.16,49.44,40.63,35.16,19.16,38.95,57.07,52.22,65.65,22.19,90.64,32.4,51.51
02-Oct-18 2:30:00 PM EDT,45.41,62.53,61.18,42.19,49.44,40.63,35.16,19.16,44.4,18.78,52.06,50.24,22.4,90,32.4,51.51
02-Oct-18 3:00:00 PM EDT,55.19,18.98,61.18,42.09,49.44,40.63,35.16,19.33,44.4,19.04,52.01,50.24,22.02,89.26,32.4,51.51
02-Oct-18 3:30:00 PM EDT,64.25,18.98,61.18,51.23,49.44,40.63,44.68,19.22,44.4,18.94,52.12,54.48,39.53,90.37,32.4,51.51
02-Oct-18 4:00:00 PM EDT,42.65,35.48,61.18,50.23,49.44,40.63,31.99,19.16,44.4,18.94,52.17,54.48,31.83,65.96,32.4,27.34
02-Oct-18 4:30:00 PM EDT,42.27,74.46,61.18,71.44,49.44,40.63,16.99,19.38,44.4,18.78,50.93,54.48,41.14,64.41,32.4,27.34
02-Oct-18 5:00:00 PM EDT,42.98,73.17,61.18,71.85,49.44,37.25,16.94,19.16,44.4,18.83,51.08,64.08,33.44,65.69,32.4,27.34
02-Oct-18 5:30:00 PM EDT,42.87,74.78,61.18,71.85,49.44,37.25,17.14,19.16,44.4,19.2,46.34,64.08,33.66,65.74,32.4,27.34
02-Oct-18 6:00:00 PM EDT,34.25,16.61,61.18,66.79,49.44,37.25,17.09,19.38,44.4,19.2,45.25,64.24,33.87,65.32,32.4,27.34
02-Oct-18 6:30:00 PM EDT,67.24,17.1,61.18,65.38,49.44,37.25,17.09,19.38,44.4,19.15,46.18,64.24,33.23,98.24,32.4,27.34
02-Oct-18 7:00:00 PM EDT,30.83,17.04,61.18,19.48,49.44,37.25,16.99,19.38,44.4,18.99,45.05,64.24,33.82,81.7,32.4,27.34
02-Oct-18 7:30:00 PM EDT,30.88,17.2,61.18,18.96,49.44,37.25,17.09,19.38,44.4,19.15,34.26,26.85,33.82,81.97,32.4,27.34
02-Oct-18 8:00:00 PM EDT,31.22,17.26,61.18,19.27,49.44,37.25,17.09,19.38,44.4,18.99,33.8,26.53,33.87,83.4,32.4,27.34
02-Oct-18 8:30:00 PM EDT,30.83,16.56,61.18,18.49,49.44,37.25,17.09,19.38,44.4,19.15,33.75,26.53,33.39,83.67,32.4,27.34
02-Oct-18 9:00:00 PM EDT,31.1,17.1,61.18,18.8,49.44,37.25,17.09,19.16,44.4,18.99,34.26,26.53,33.87,83.35,32.4,27.34
02-Oct-18 9:30:00 PM EDT,30.66,17.15,61.18,19.58,49.44,37.25,17.09,19.16,44.4,19.1,33.95,28,33.6,82.45,32.4,27.34
02-Oct-18 10:00:00 PM EDT,30.44,16.99,61.18,19.16,49.44,37.25,17.04,19.16,44.4,19.1,34.16,56.9,33.71,83.56,32.4,27.34
02-Oct-18 10:30:00 PM EDT,30.99,17.1,61.18,19.43,49.44,37.25,17.09,19.38,44.4,19.2,34.37,56.9,32.85,83.51,32.4,27.34
02-Oct-18 11:00:00 PM EDT,29.78,16.99,61.18,19.43,49.44,37.25,17.04,19.38,44.4,19.2,34.26,56.9,33.66,83.56,32.4,27.34
02-Oct-18 11:30:00 PM EDT,30.99,17.2,61.18,19.16,49.44,37.25,16.89,19.16,44.4,19.15,33.85,56.9,33.17,83.09,32.4,27.34
03-Oct-18 12:00:00 AM EDT,31.05,17.1,61.18,19.53,49.44,37.25,16.89,19.38,44.4,19.2,34.42,64.29,33.87,82.93,32.4,27.34
03-Oct-18 12:30:00 AM EDT,30.39,17.26,61.18,19.43,49.44,37.25,17.09,19.16,44.4,19.15,34.26,64.29,33.93,83.67,32.4,27.34
03-Oct-18 1:00:00 AM EDT,30.94,17.2,61.18,19.48,49.44,37.25,16.89,19.38,44.4,19.15,34.26,22.76,33.98,83.67,32.4,27.34
03-Oct-18 1:30:00 AM EDT,31.1,16.56,61.18,18.8,49.44,37.25,17.09,19.16,44.4,19.2,33.9,22.76,33.44,83.03,32.4,27.34
03-Oct-18 2:00:00 AM EDT,30.88,17.15,61.18,19.48,49.44,37.25,16.89,19.38,44.4,19.15,34.26,22.76,33.66,82.29,32.4,27.34
03-Oct-18 2:30:00 AM EDT,31.1,17.15,61.18,19.53,49.44,37.25,17.09,19.38,44.4,19.15,34.31,22.76,33.06,82.39,32.4,27.34
03-Oct-18 3:00:00 AM EDT,30.88,16.72,61.18,19.53,49.44,37.25,16.89,19.16,44.4,19.15,34.37,22.76,33.93,83.62,32.4,27.34
03-Oct-18 3:30:00 AM EDT,30.11,16.45,61.18,19.43,49.44,37.25,17.09,19.16,44.4,18.99,33.59,22.76,34.03,83.72,32.4,27.34
03-Oct-18 4:00:00 AM EDT,30.83,17.1,61.18,19.37,49.44,37.25,17.09,19.38,44.4,19.2,33.08,22.76,33.55,82.98,32.4,27.34
03-Oct-18 4:30:00 AM EDT,30.94,16.61,61.18,18.85,49.44,37.25,17.09,19.38,44.4,18.99,33.18,22.76,32.53,83.4,32.4,27.34
03-Oct-18 5:00:00 AM EDT,29.83,17.04,61.18,18.33,49.44,37.25,16.94,19.38,44.4,19.2,33.13,22.76,33.93,83.35,32.4,27.34
03-Oct-18 5:30:00 AM EDT,30.61,17.15,61.18,19.58,49.44,37.25,16.94,19.38,44.4,18.99,33.18,22.76,34.03,83.51,32.4,27.34
03-Oct-18 6:00:00 AM EDT,31.05,17.15,61.18,18.49,49.44,37.25,16.99,19.38,44.4,19.15,34.21,22.76,33.98,81.76,32.4,27.34
03-Oct-18 6:30:00 AM EDT,30.88,17.2,61.18,19.37,49.44,37.25,16.99,19.38,44.4,18.99,34.26,22.76,33.23,81.81,32.4,27.34
03-Oct-18 7:00:00 AM EDT,30.99,16.56,61.18,19.37,49.44,37.25,17.09,19.16,44.4,19.2,34.16,22.76,33.33,83.4,32.4,27.34
03-Oct-18 7:30:00 AM EDT,30.94,17.15,61.18,19.11,49.44,37.25,16.99,19.38,44.4,19.15,33.9,22.76,33.76,82.93,32.4,27.34
03-Oct-18 8:00:00 AM EDT,30.66,16.94,61.18,19.58,49.44,37.25,17.04,19.38,44.4,19.15,51.7,22.76,33.76,100,32.4,27.34
03-Oct-18 8:30:00 AM EDT,52.65,16.51,61.18,19.37,49.44,37.25,17.04,19.22,44.4,18.94,57.38,43.16,33.6,88.24,32.4,27.34
03-Oct-18 9:00:00 AM EDT,51.77,16.72,61.18,19.37,49.44,37.25,16.84,37.42,44.4,18.99,55.62,43.16,33.71,89.57,32.4,27.34
03-Oct-18 9:30:00 AM EDT,37.46,42.1,61.18,19.06,49.44,37.25,17.09,37.42,44.4,19.15,57.02,43.16,33.55,89.52,32.4,27.34
03-Oct-18 10:00:00 AM EDT,57.35,44.09,61.18,20.78,49.44,49.38,17.09,37.42,44.4,18.99,57.28,43.16,33.98,88.46,32.4,27.34
03-Oct-18 10:30:00 AM EDT,33.37,57.63,61.18,45.33,49.44,43.29,16.99,37.42,44.4,18.94,57.33,65.5,33.28,100,32.4,27.34
03-Oct-18 11:00:00 AM EDT,32.87,76.51,61.18,45.54,49.44,43.29,17.09,37.42,51.51,33.88,57.33,65.5,32.9,99.26,32.4,27.34
03-Oct-18 11:30:00 AM EDT,39.34,44.95,61.18,45.12,49.44,43.29,16.94,37.42,51.51,33.78,57.12,49.45,46.31,98.72,35.19,40.61
03-Oct-18 12:00:00 PM EDT,39.72,44.78,61.18,45.22,49.44,43.29,16.94,37.42,51.51,34.26,57.02,60.41,44.32,97.98,42.33,40.61
03-Oct-18 12:30:00 PM EDT,39.78,44.57,61.18,45.85,49.44,43.29,17.04,37.42,34.91,34.2,57.17,60.41,45.45,99.73,42.33,40.61
03-Oct-18 1:00:00 PM EDT,60.94,44.78,61.18,45.33,49.44,43.29,16.89,37.42,34.91,34.26,57.22,54.59,44.75,98.35,30.63,40.61
03-Oct-18 1:30:00 PM EDT,60.39,59.89,61.18,45.38,49.44,18.05,16.89,37.42,34.91,33.78,57.12,54.59,45.88,99.47,30.63,40.61
03-Oct-18 2:00:00 PM EDT,61.66,60.16,55.07,62.04,49.44,17.85,16.89,37.42,34.91,34.2,56.04,58.15,45.56,100,30.58,40.61
03-Oct-18 2:30:00 PM EDT,62.32,60.27,55.07,60.78,49.44,15.97,16.89,37.42,34.91,34.15,55.83,58.15,42.43,99.84,30.58,40.61
03-Oct-18 3:00:00 PM EDT,61.99,59.89,55.07,62.19,49.44,15.97,17.09,37.42,34.91,33.78,56.4,58.15,29.29,98.24,50.97,40.61
03-Oct-18 3:30:00 PM EDT,59.06,60,55.07,63.29,49.44,15.97,17.09,37.42,34.91,33.78,56.91,58.15,56.65,100,50.97,40.61
03-Oct-18 4:00:00 PM EDT,60.33,60.22,60.7,62.04,49.44,15.97,16.89,37.42,34.91,33.78,57.17,58.15,62.57,100,27.25,40.61
03-Oct-18 4:30:00 PM EDT,55.36,59.57,51.73,62.35,49.44,15.92,17.09,37.42,34.91,34.26,57.22,63.45,62.52,98.19,27.25,40.61
03-Oct-18 5:00:00 PM EDT,39.28,77.47,51.73,62.35,49.44,16.08,17.09,37.42,34.91,34.26,56.24,63.45,59.13,34.52,29.24,40.61
03-Oct-18 5:30:00 PM EDT,41.6,75.59,38.82,62.72,49.44,24.56,17.09,37.42,34.91,34.2,57.12,63.45,23.16,34.68,29.56,40.61
03-Oct-18 6:00:00 PM EDT,41.77,77.37,38.77,62.82,49.44,24.56,17.04,37.42,34.91,34.1,56.71,21.03,23.32,34.79,29.51,40.61
